Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,Real Address,BBL,X coordinate,y coordinate
9410550,E. 23RD ST & FDR DR.,E. 23RD ST / FDR DR.,,MANHATTAN,New York,,,,
1802915,COMMERCIAL,E. 88TH ST BETWEEN YORK AVE AND E.END AVE,,MANHATTAN,New York,,,,
1709687,MW-5B IN STREET,E. BROADWAY AND FORSYTH ST,(IFO 90 EAST BROADWAY),,New York,,,,
9211204,FEEDER 69M75,E13TH ST / AVE. D,,MANHATTAN,New York,,,,
8810178,E16TH ST S/S COOLING PLNT,E16TH ST S/S COOLING PLNT,,MANHATTAN,New York,,,,
1803332,COMMERICAL STREET,E173RD ST & WASHINGTON AVE,,BRONX,Bronx,,,,
1801171,SIDEWALK & GRASS AREA,E28TH ST (BETWN BEVERLY RD & CORTELU RD,,BROOKLYN,Kings,,,,
1710570,IN LOT NEAR OLD VAULT,EAST 105TH ST AND FERRAGAUT RD,,BROOKLYN,Kings,,,,
411042,HARLEM RIVER,EAST 116  STREET FDR DR,,MANHATTAN,New York,,,,
109508,EAST 13TH ST SUB STATION,EAST 13TH ST,,NEW YORK,New York,,,,
9314953,FEEDER 48,EAST 13TH ST SS MILLYARD,,NEW YORK,New York,,,,
9814293,EAST 13TH ST SUBSTATION,EAST 13TH ST SUB STATION,,MANHATTAN,New York,,,,
9401694,E13TH ST SUBSTATION,EAST 13TH ST/AVENUE D,,MANHATTAN,New York,,,,
9405467,723 E. 13TH STREET,EAST 13TH SUBSTATION,,NEW YORK,New York,,,,
9405467,723 E. 13TH STREET,EAST 13TH SUBSTATION,,NEW YORK,New York,,,,
412920,VERIZON MANHOLE#F172,EAST 14TH & AVE C,,MANHATTAN,New York,,,,
9312447,FEEDER 38M50,EAST 14TH ST / AVE. D,,NEW YORK,New York,,,,
9907615,MANHOLE 2553,EAST 14TH ST/AVE D,,MANHATTAN,New York,,,,
913624,PURS SUBSTATION,EAST 15TH & AVE C,,MANHATTAN,New York,,,,
610194,FEEDER M54,EAST 15TH ST/AVE C,,MANHATTAN,New York,,,,
9610313,FDR DRIVE,EAST 15TH STREET,,MANHATTAN,New York,,,,
405790,MANHOLE,EAST 16 ST/AVE C,,MANHATTAN,New York,,,,
1503491,MAN HOLE 26988,EAST 174 ST AND ANTHONY AVE,,BRONX,Bronx,,,,
1702255,COMMERCIAL SUB STATION,EAST 179TH STREET,,MANHATTAN,New York,,,,
1801710,MAN HOLE,EAST 182 ST AND WEBSTER AVE,,BRONX,Bronx,,,,
1507624,CON ED DOCK OFF OF EAST 20TH GEN STATION,EAST 20TH ST,,NEW YORK,New York,,,,
1705841,EXCAVATION SITE,EAST 237TH ST - VIRINE  AVE DIGNEK AVE,,BRONX,Bronx,,,,
9506959,STUYVESANT ED. CENTER EDC -DDC,EAST 23RDSTREET & FDR DR.,,MANHATTAN,New York,,,,
9506959,STUYVESANT ED. CENTER EDC -DDC,EAST 23RDSTREET & FDR DR.,,MANHATTAN,New York,,,,
1702797,VAULT#841,EAST 246TH ST,,BRONX,New York,,,,
9006069,IFO WATER CLUB,EAST 30 ST & FDR DRIVE,,NEW YORK CITY,New York,,,,
608896,ONE PINT OIL IN MANHOLE #56318,EAST 34 STREET AT LEXINGTON AVE,,MANHATTAN,New York,,,,
1803270,COMMERCIAL,EAST 37TH ST AND FIRST AVE,,MANHATTAN,New York,,,,
1501659,EAST 40TH SUBSTATION,EAST 40TH,,MANHATTAN,New York,,,,
603800,KINGS PLAZA MALL,EAST 55TH STREET, ,BROOKLYN,Kings,,,,
1704101,EAST 73 SUB STATION,EAST 75 ST,,NEW YORK,New York,,,,
603730,TOMPKINS SQUARE PARK,EAST 9TH STREET BETWEEN A & B,,NEW YORK,New York,,,,
9416721,"CON EDISON FEEDER LEAK B3402, C3403",EAST BROADWAY/FORSYTH ST,,MANHATTAN,New York,,,,
9908507,MANHOLE 353,EAST RIVER GENERATING STA,,MANHATTAN,New York,,,,
1711198,CON ED,EAST RIVER GENERATING STATION AVE C,,MANHATTAN,New York,,,,
9103648,EAST RIVER PARK/14TH ST,EAST RIVER PARK / 14TH ST,,MANHATTAN,New York,,,,
1408292,ON SITE NEXT TO,EAST SIDE OF 21ST ST,,LONG ISLAND CITY,Queens,,,,
1207141,PCB WASHWATER SPILL AT WESTCHESTER YARD,EASTCHESTER ROAD,BLONDELL AVE,BRONX,Bronx,,,,
1802477,TRANSFORMER - POLE TOP (UNK #),EDGEWATER ST & BAY ST (MTA PROPERTY),,STATEN ISLAND,Richmond,,,,
9101855,FDR & E 33RD ST,FDR & E 33RD ST,,NEW YORK CITY,New York,,,,
8800521,FDR DR & E 71ST ST,FDR DR / EAST 71ST ST,,NEW YORK CITY,New York,,,,
1605942,EAST RIVER PARK,FDR DRIVE /DELANCY ST,,NY,New York,,,,
8801613,FDR DRIVE,FDR DRIVE AT 34TH ST,,NEW YORK CITY,New York,,,,
711968,FEEDER LEAK - 38M33 - 138KV,FIRST AVE & 110 STREET.  MH 53784,,MANHATTAN,New York,,,,
612595,PORT AUTHORITY -BUILDING #111,FOOT OF HAMILTON AVE,RED HOOK CONTAINER TERMINAL,BROOKLYN,Kings,,,,
9802727,US ARMY BASE,FORT HAMILTON-BLDG. 200,,BROOKLYN,Kings,,,,
1506728,OVERHEAD TRANSFORMER,FOSTER AVE AND EAST 58TH STREET,,BROOKLYN,Kings,,,,
106961,STA 187+00 (FDR 38R51/52),FRESHKILLS LANDFILL,,STATEN ISLAND,Richmond,,,,
1103831,RIIS LANDING FERRY TERMINAL -FEDERAL PARKS,GATEWAY NATIONAL RECREATION AREA-STATE ROAD,,BROOKLYN,Kings,,,,
1710037,71676 MANHOLE CON ED,GLENWOOD RD AND E 78TH ST,,BROOKLYN,Kings,,,,
1206102,GOVERNERS ISLAND,GOVERNERS ISLAND,,MANHATTAN,New York,,,,
1802869,RESIDENTIAL,GRAYS AVE AND STONE CREST COURT,,STATEN ISLAND,Richmond,,,,
1709176,JFK AIRPORT,HANGAR 10,,JAMAICA,Queens,,,,
1800395,SOUTH OF DIKEMAN ST EXIT,HARLEM RIVER DR,,MANHATTAN,New York,,,,
1802662,FEEDER M52 LEAK,HARLEM RIVER DR 750 FT S - HIGHBRIDGE,,MANHATTAN,New York,,,,
1707803,CON EDISON FEEDER LEAK - M51,HARLEM RIVER DR SB AND GWB RAMP,,HARLEM,New York,,,,
1802921,FEEDER LEAK M51,HARLEM RIVER DR SOUTH OF AQUADUCT BRIDGE,,MANHATTAN,New York,,,,
1601179,HARRISON PLACE SUB STATION,HARRISON PLACE AND FLUSHING AVE,,BROOKLYN,Kings,,,,
9900836,HIGHBRIDGE YARD,HIGHBRIDGE YD DEPOT,,BRONX,Bronx,,,,
1705939,PLYMOUTH ST SUB STATION,HUDSON AVE AND JOHN ST,,BROOKLYN,Kings,,,,
1704089,PLYMOUTH ST SUB STATION,HUDSON AVE AND JOHN ST,,BROOLYN,Kings,,,,
1705940,PLYMOUTH ST SUB STATION,HUDSON AVE AND JOHN ST,,BROOLYN,Kings,,,,
1708625,SOIL,HUDSON AVE AND JOHN ST,,BROOKLYN,Kings,,,,
1400567,MOUNT LORETTO,HYLAN BOULEVARD,STATE LAND,,Richmond,,,,
1802871,POLE # T14,IFO 170 LYNDHURST AVE,,STATEN ISLAND,Richmond,,,,
1610544,CONSTRUCTION SITE,IFO 3375 BROADWAY,,MANHATTEN,New York,,,,
1803394,DRUM RUN,IFO 47-15 36TH ST,,LONG ISLAND CITY,Queens,,,,
1609688,CON ED,IN FRONT OF 309 HALLECK ST,,BRONX,Bronx,,,,
1802236,DRUM ON SIDEWALK - DRUM RUN,IN FRONT OF 493 CLASSON AVE,,BROOKLYN,Kings,,,,
1607952,CON ED,IN FRONT OF 508 WEST 166TH ST,,MANHATTAN,New York,,,,
401882,PRODUCTION STUDIO,IN FRONT OF 709 11TH AVENUE,,MANHATTAN,New York,,,,
1605227,CON ED FEEDER LEAK,JAY ST (60 FT NORTH OF WATER ST),,BROOKLYN,Kings,,,,
8404004,JAY ST/CONCORD ST,JAY ST/CONCORD ST,,BROOKLYN,Kings,,,,
1802547,EXCAVATION,JERARD AVE BETW MCCLELLAN ST & EAST 167TH ST,,BRONK,Bronx,,,,
1114383,JFK TERMINAL 6 WELL MW15,JFK AIRPORT, ,QUEENS,Queens,,,,
205869,AMOCO GAS STATION # 138,JFK AIRPORT - AMOCO GAS STATION # 138,,JAMAICA,Queens,,,,
612163,TERMINAL 7 JFK - BLDG 59,JFK AIRPORT - BRITISH AIRWAYS,,JAMAICA,Queens,,,,
8908084,BUILDING 199 @CAREY TRANS,JFK AIRPORT - BUILDING 199 @CAREY TRANS,BUILDING 67,JAMAICA,Queens,,,,
8807617,BUILDING 207,JFK AIRPORT - BUILDING 207,BUILDING 67,JAMAICA,Queens,,,,
8807617,BUILDING 207,JFK AIRPORT - BUILDING 207,BUILDING 67,JAMAICA,Queens,,,,
9805718,BUILDING 300 @HERTZ RENT,JFK AIRPORT - BUILDING 300 @HERTZ RENT,BUILDING 67,JAMAICA,Queens,,,,
9106609,BULK FUEL FARM TERMINAL,JFK AIRPORT - BULK FUEL FARM TERMINAL,,JAMAICA,Queens,,,,
9604699,"DELTA AIRLINES TERM 3, BLDG 298","JFK AIRPORT - DELTA AIRLINES TERM 3, BLDG 298",BUILDING 67,JAMAICA,Queens,,,,
9604699,"DELTA AIRLINES TERM 3, BLDG 298","JFK AIRPORT - DELTA AIRLINES TERM 3, BLDG 298",BUILDING 67,JAMAICA,Queens,,,,
9308573,HANGAR 10,JFK AIRPORT - HANGAR 10 @AMERICAN AIRLI,BUILDING 67,JAMAICA,Queens,,,,
9501919,JFKIA - BUILDING 110  (TRIANGLE),JFK AIRPORT - JFKIA - BUILDING 110  (TRIANGLE),BUILDING 67,JAMAICA,Queens,,,,
9104942,OGDEN ALLIED @BUILDING 90,JFK AIRPORT - OGDEN ALLIED @BUILDING 90,BUILDING 67,JAMAICA,Queens,,,,
9010043,BUILDINGS 58/60 @TWA,JFK AIRPORT - TERMINAL 5,,JAMAICA,Queens,,,,
850116,SATELLITE FUEL FARM,JFK AIRPORT SAT FUEL FARM,,JAMAICA,Queens,,,,
808334,JKF AIRPORT,JFK TERMINAL 7 NEAR GATE 5,,JAMAICA,Queens,,,,
601588,MANHOLE #4353,KENT AVENUE  &  N. 10 STREET,,BROOKLYN,Kings,,,,
1603039,COMMERCIAL LA GUARDIA AIRPORT,"LA GUARDIA RD , LA GUARDIA #3",,FLUSHING,Queens,,,,
1802390,AT EXCAVATION SITE,LAFAYETTE AND DRAKE,,BRONX,Bronx,,,,
9809054,HERTZ RENT A CAR (A 1901),LAGUARDIA BLDG 22,,FLUSHING,Queens,,,,
9008390,LAGUARDIA MARINE AIR TERM,LAGUARDIA MARINE AIR TERM,,NEW YORK CITY,Queens,,,,
9611834,ALLIED AVIATION SERVICES,"LAGUARDIA, BLDG 42",,FLUSHING,Queens,,,,
13242,NYC PARKS DEPT,LASKER POOL/CENTRAL PARK,,NEW YORK,New York,,,,
1310579,SUBWAY TRACK,LEXINGTON AVE LINE - 77TH STREET,,NYC,New York,,,,
751484,NORTHEAST CORNER,LINDEN BLVD & ROCKAWAY AVE,,BROOKLYN,Kings,,,,
211243,FDR 24052,LOCUST AVE & 132ND ST,,BRONX,Bronx,,,,
1803115,DRUM RUN,LOMBARDY ST,B/W PORTER AND VARICK AVE,,Kings,,,,
1111782,LORIMER ST STATION,LORIMER ST STATION,,BROOKLYN,Kings,,,,
1500860,POLE# T87,LURTING AVE,,BRONX,Bronx,,,,
1702451,ON STREET FROM AERIAL CABLE,LYNHURST AVE & TOMPKINS AVE,,STATEN ISLAND,Richmond,,,,
1800243,VAULT AND ST,MACE AVE AND BRONX PARK EAST,,BRONX,Bronx,,,,
1412180,CON ED TUNNEL,MANHATTAN SIDE TUNNEL,,MANHATTAN,New York,,,,
1100799,5049 MANHOLE,MARSHALL ST AND HUDSON AVE,,BROOKLYN,Kings,,,,
9603639,FEEDER 18001,MARTENSE AVE & 108TH ST,,QUEENS,Queens,,,,
1610979,PVT RES,MYRTLE AND ST EDWARDS ST -NYCHA,,BROOKLYN,Kings,,,,
9802708,BREAKER HOUSE #553 -NYCT,N OF BEDFORD AV STATION,,BRONX,Bronx,,,,
1803040,CON ED,NEAR 342 -340 E 87TH ST,,MANHATTAN,New York,,,,
1802809,DRUM RUN,NEAR 71-72 162ND ST,,QUEENS,Queens,,,,
1705476,ROADWAY,NEPTUN AVE AND WEST 17TH STREET,,BROOKLYN,Kings,,,,
203699,MH 63427 AND VS 3477,NORTH 12TH ST/KENT AVE,,BROOKLYN,Kings,,,,
4685,EXXON GAS STATION,NORTH HENRY STREET,,BROOKLYN,Kings,,,,
9804808,NORTH QUEENS SUB-STATION,NORTH QUEENS SUB-STATION,,QUEENS,Queens,,,,
651623,AMERICAN AIR HANGAR 10,NORTHEAST CORNER,,JAMAICA,Queens,,,,
1206391,NATIONAL GRID SPILL TO PAERDEGAT BASIN,PAERDEGAT AVE AND SEAVIEW AVENUE,80TH STREET AND SEAVIEW AVENUE,CANARSIE,Kings,,,,
1209094,NATIONAL GRID SPILL OF GAS CONDENSATE,PAERDEGAT AVENUE N. AND 89TH STREET,,BROOKLYN,Kings,,,,
9113331,PARKCHESTER - TREMONT S/S,PARKCHESTER - TREMONT S/S,,BRONX,Bronx,,,,
1702293,PAYSON AVE PLAYGROUND,PAYSON AVE AND DYKMAN ST,,NEW YORK,New York,,,,
9912351,FEEDER 38M12,PEARL ST & DOVER ST,,MANHATTAN,New York,,,,
1403309,STREET,PEARL STREET,,MANHATTEN,New York,,,,
1201854,SANITATION DEPT BLDG #M3 TTF,PIER 36 SOUTH STREET,1/4 MILE NORTH OF SEAPORT,NEW YORK,New York,,,,
9013330,PLYMOUTH BET JAY & BRIDGE,PLYMOUTH BET JAY & BRIDGE,,BROOKLYN,Kings,,,,
1702902,CON EDISON ONE GALLON DIELECTRIC SPILL,PROSPECT PLACE AND FLATBUSH AVE,,BROOKLYN,Kings,,,,
1705124,"MTA YARD, OLD","QUEENS ST/QUEENS BLVD BR, S OF JACKSON AVE",,LONG ISLAND CITY,Queens,,,,
1507167,NYC PARKS,RANDALLS  ISLAND,,NEW YORK,New York,,,,
9709459,TRIBOROUGH BRIDGE,RANDALLS ISLAND,ADMINISTRATIVE BUILDING,MANHATTAN,New York,,,,
9410682,STREET CRIMES UNIT NYPD -DDC,RANDALL'S ISLAND,,MANHATTAN,New York,,,,
110822,TUNNEL -RAVENSWOOD,RAVENSWOOD TUNNEL,,QUEENS,Queens,,,,
1802287,BONE YARD,RIKERS ISLAND,,BRONX,Bronx,,,,
1406866,RIKERS ISLAND POWER HOUSE,RIKERS ISLAND,,BRONX,Bronx,,,,
1608682,OIL SPILL TO WETLAND,RIVER ROAD AND CHELSEA ROAD,,STATEN ISLAND,Richmond,,,,
1603205,MANHOLE 3930,RIVERDALE AVE AND VANSINDEREN AVE,,BROOKLYN,Kings,,,,
1708233,SOIL,RIVINGTON STREET EAST OF COLUMBIA,,MANHATTAN,New York,,,,
1708777,ESCAVATION,RODMAN PLACE/WEST FARMS RD,,BRONX,Bronx,,,,
1701049,COMMERCIAL,RUST ST AND 58TH AVE,,QUEENS,Queens,,,,
1800282,PAVEMENT,SCHOLES AND WATERBURY,,BROOKLYN,Kings,,,,
1209118,CROSS STREET,SEA VIEW AVE AND EAST 80TH STREET,,BROOKLYN,Kings,,,,
1214155,NATIONAL GRID SPILL OF CONDENSATE IN PAERDEGAT,SEAVIEW AVE,,BROOKLYN,Kings,,,,
1214171,ROADWAY,SEAVIEW AVE AND EAST 85TH STREET,,BROOKLYN,Kings,,,,
1803237,MANHOLE 23153,SHERMAN AVE AND E 163RD ST,,BRONX,Bronx,,,,
9601217,FEEDER 99031,SHERMAN CR-DUNWOODIE S/S,,MANHATTAN,New York,,,,
650294,AMERICAN AIR HANGAR 10,SOUTH COURTYARD,JFK INTERNATIONAL AIRPORT,JAMAICA,Queens,,,,
1703296,STREET,SOUTH EAST CORNER WEST 95TH ST/WEST END AVE,,MANHATTEN,New York,,,,
9901524,FEEDER M52,SOUTH OF WEST 59TH ST,,NEW YORK,New York,,,,
1708386,FEEDER M51,SOUTHBOUND HARLEM RIVER DRIVE,END OF EXIT RAMP FROM GW BRIDGE,MANHATTAN,New York,,,,
1706038,EAST 149TH ST TRAIN STATION,SOUTHERN BLVD/PROSPECT AVE,,BRONX,Bronx,,,,
1800445,FEED LINE M-52,SPRAINBROOK S/S TO  W 49TH MANHATTEN,,YONKERS,New York,,,,
807597,BUCKEYE PIPELINE,STAKE 145+00,,JAMAICA BAY,Queens,,,,
1801379,CON ED,SURF AVE AND 22ND ST,,BROOKLYN,Kings,,,,
1801713,ROADWAY,SUTPHIN AVE LIBERTY AVE,,QUEENS,Queens,,,,
9601199,UNION TPKE/LAKEVILLE RD  ,UNION TPKE/LAKEVILLE RD,,QUEENS,Queens,,,,
1802298,FEEDER LEAK #903,UNION TURNPIKE AND CORNER OF 262 ST,,JAMAICA,Queens,,,,
1607432,CORONA SUBSTATION,UNKNOWN AT TIME OF CALL,,QUEENS,Queens,,,,
3809,RAINEY SUBSTATION CP #11,VERNON BL & 36TH AV,,QUEENS,Queens,,,,
9103498,GAS TURBINES -RAVENSWOOD,VERNON BLVD,,LONG ISLAND CITY,Queens,,,,
1605248,MANHOLE 15524,VERNON BLVD & 35TH AVE,,QUEENS,Queens,,,,
9113334,VERNON BLVD & 36TH AVE,VERNON BLVD & 36TH AVE,,QUEENS,Queens,,,,
8912496,VERNON BLVD & 47TH AVE,VERNON BLVD & 47TH AVE,,QUEENS,Queens,,,,
1008525,MAN HOLE 3637 -RAVENSWOOD,VERNON BLVD AND 37TH ST,,QUEENS,Queens,,,,
205735,RAINEY TANK FARM -RAVENSWOOD,VERNON BLVD/36TH AVE,,LONG ISLAND CITY,Queens,,,,
330005,GAS TURBINES -RAVENSWOOD,VERNON BLVD/37TH AVE,,QUEENS,Queens,,,,
8504941,VERNON BLVD/45TH RD,VERNON BLVD/45TH RD,,QUEENS,Queens,,,,
9412347,FEEDER 38R51/52,VICTORY / WILD AVENUE,,STATEN ISLAND,Richmond,,,,
509690,MANHOLE 56063,W 202 ST &  9 AVE,,MANHATTAN,New York,,,,
1411721,MANHOLE,W 41ST AND 11TH AVE,,NEW YORK,New York,,,,
8905000,W 54TH ST & 11TH AVE,W 54TH ST / 11TH AVE,,MANHATTAN,New York,,,,
8608086,W 67TH ST/BROADWAY,W 67TH ST W/O BROADWAY,,MANHATTAN,New York,,,,
1704711,IN ROAD,W 81ST AND W 82ND,,MANHATTAN,New York,,,,
8303210,W. 59TH ST/5TH AVE,W. 59TH ST/5TH AVE,,MANHATTAN,New York,,,,
1011599,W 49TH ST SUBSTATION FEEDER LEAK,W42ND ST & WESTSIDE HGWY,,MANHATTAN,New York,,,,
211840,FEEDER M51,W59TH ST/WEST END AVE,,MANHATTAN,New York,,,,
303232,FEEDER M51,W65TH ST AND WEST END AVE,,MANHATTAN,New York,,,,
1702969,RITE OF WAY,WAET 82 ST AND WEST END AVE,,NEW YORK,New York,,,,
9702330,WEST 12TH ST & WESTSIDE H,WEST 12TH ST & WESTSIDE H,,MANHATTAN,New York,,,,
203032,W 132NS ST PURS UNIT R2 (M52N),WEST 132ND ST,,MANHATTAN,New York,,,,
1510559,CONTAMINATED SOIL IN CON EDISON EXCAVATION,WEST 141ST AND BROADWAY,,MANATTAN,New York,,,,
30004,W 20 ST AND 10TH AVE,WEST 20TH ST & 10TH AVE,,MANHATTAN,New York,,,,
1705308,CONCRETE,WEST 41 ST AND 11TH AVE,,MANHATTAN,New York,,,,
1709802,SUBSTATION,WEST 42ND STREET,,MANHATTAN,New York,,,,
1511955,MAN HOLE 60102,WEST 44 ST AND 11 AVE,,NEW YORK,New York,,,,
1702595,IN ROAD,WEST 62ND ST WEST END AVE,,MANHATTAN,New York,,,,
1505525,AT INTERSECTION - CONSTRUCTION SITE,WEST 64TH ST AND BROADWAY,,MANHATTAN,New York,,,,
1705659,TRANSFORMER 5,WEST 65TH ST SUB STATION,,MANHATTAN,New York,,,,
8608088,WEST END AVE & W 61ST ST,WEST END AVE & W 61ST ST,,MANHATTAN,New York,,,,
1706552,INTERSECTION,WEST END AVE 99TH ST,,MANHATTAN,New York,,,,
1707203,RITE OF WAY,WEST END AVE BETWEEN 77 AND 78 ST,,NY,New York,,,,
1601863,FEEDER LINE,WEST END AVE BTWN WEST 97TH AND WEST 98TH,,NEW YORK,New York,,,,
8303208,WEST END AVE/W. 59TH ST,WEST END AVE N/O W59TH ST,,MANHATTAN,New York,,,,
1802499,MANHOLE,WEST SIDE 98TH - 37 N 62 DR,,QUEENS,Queens,,,,
9113338,WESTCHESTER AV N/O BROOK,WESTCHESTER AV N/O BROOK,,BRONX,Bronx,,,,
9305461,WESTCHESTER AVE-BROOK AVE,WESTCHESTER AVE / BROOK A,,BRONX,Bronx,,,,
8102005,WESTCHESTER AVE/BROOK AVE,WESTCHESTER AVE S/O BROOK,,BRONX,Bronx,,,,
9805119,WESTCHESTER AVE/HEGNEY ST,WESTCHESTER AVE/HEGNEY ST,,BRONX,Bronx,,,,
1108737,FUEL OIL SEEPAGE INTO EXCAVATION,WHITNEY MUSEUM OF AMERICAN ART,820 WASHINGTON STREET,MANHATTAN,New York,,,,
1602568,MANHOLE,WOODBINE ST/FRESH POND RD,,QUEENS,Queens,,,,
1706911,45 FT NORTH OF 37TH AVE,WOODSIDE AVE,,QUEENS,Queens,,,,
1706353,WEST SIDE BET EAST 61 AND EAST 62,YORK AVE,,MANHATTAN,New York,,,,
